chromosome,start,end,name,strand,gene
8,10986979,11008458,ENSMUST00000040514.6,-,Irs2
8,11007849,11054536,ENSMUST00000180750.6,+,9530052E02Rik
8,11049577,11054541,ENSMUST00000181315.1,+,9530052E02Rik
8,11187754,11204503,ENSMUST00000151014.1,+,Gm15418
8,11198422,11312826,ENSMUST00000033898.9,-,Col4a1
8,11312804,11449287,ENSMUST00000033899.12,+,Col4a2
8,11399185,11417892,ENSMUST00000148654.1,-,Gm15419
8,11453391,11478638,ENSMUST00000033900.5,-,Rab20
8,11477928,11480241,ENSMUST00000180408.1,+,E230013L22Rik
8,11497505,11513287,ENSMUST00000177955.6,+,Carkd
8,11497567,11513287,ENSMUST00000033901.9,+,Carkd
8,11497583,11513287,ENSMUST00000178721.1,+,Carkd
8,11514020,11550771,ENSMUST00000049461.5,-,Cars2
8,11556065,11563250,ENSMUST00000054399.4,+,Ing1
8,11611582,11635754,ENSMUST00000033905.10,-,Ankrd10
8,11614150,11635754,ENSMUST00000169782.1,-,Ankrd10
8,11635693,11635736,ENSMUST00000198377.1,-,mmu-mir-7238
8,11654923,11678750,ENSMUST00000033906.9,-,1700016D06Rik
8,11655478,11701063,ENSMUST00000190741.1,-,1700016D06Rik
8,11696614,11696858,ENSMUST00000175578.2,-,Gm27854
8,11713263,11722620,ENSMUST00000134409.1,+,1700128E19Rik
8,11728104,11823061,ENSMUST00000033908.11,+,Arhgef7
8,11728104,11827149,ENSMUST00000110909.7,+,Arhgef7
8,11758353,11835219,ENSMUST00000074856.11,+,Arhgef7
8,11758353,11835219,ENSMUST00000098938.7,+,Arhgef7
8,11782640,11835219,ENSMUST00000110904.1,+,Arhgef7
8,11838977,11840400,ENSMUST00000152264.1,-,Gm15875
8,11840473,11855761,ENSMUST00000033909.12,+,Tex29
8,11840918,11855705,ENSMUST00000166638.1,+,Tex29
8,12278818,12280657,ENSMUST00000098935.1,+,A230072I06Rik
8,12282210,12282612,ENSMUST00000189500.1,+,Gm29175
8,12356152,12356469,ENSMUST00000158609.1,+,Gm22207
8,12385770,12436729,ENSMUST00000080795.8,+,Gm5607
8,12395294,12400126,ENSMUST00000180353.1,+,Sox1
8,12396402,12396488,ENSMUST00000174915.1,+,Gm25239
8,12554269,12573320,ENSMUST00000180858.1,-,D630011A20Rik
8,12573048,12600738,ENSMUST00000010579.6,+,Spaca7
8,12614276,12672248,ENSMUST00000000776.13,-,Tubgcp3
8,12666094,12666198,ENSMUST00000158016.1,+,Gm26483
8,12672426,12679229,ENSMUST00000131064.1,+,4931415C17Rik
8,12706943,12719127,ENSMUST00000151188.1,-,Gm15348
8,12757013,12868728,ENSMUST00000033818.8,+,Atp11a
8,12757015,12868728,ENSMUST00000091237.10,+,Atp11a
8,12828334,12833865,ENSMUST00000135138.1,-,Gm15350
8,12860357,12877344,ENSMUST00000145372.1,-,Gm15347
8,12873826,13019053,ENSMUST00000095456.8,+,Mcf2l
8,12879877,12883726,ENSMUST00000110860.1,-,Gm15353
8,12899145,12915619,ENSMUST00000123920.1,-,Gm15351
8,12912525,12915758,ENSMUST00000153095.1,-,Gm15351
8,12914581,12915473,ENSMUST00000150686.1,-,Gm15351
8,12915255,13020905,ENSMUST00000173099.6,+,Mcf2l
8,12915892,13020509,ENSMUST00000110876.7,+,Mcf2l
8,12915974,13019309,ENSMUST00000110879.7,+,Mcf2l
8,12926631,13018177,ENSMUST00000098927.8,+,Mcf2l
8,12947940,12948070,ENSMUST00000200573.1,+,mmu-mir-9768
8,12947952,13014029,ENSMUST00000110871.6,+,Mcf2l
8,12949415,13019275,ENSMUST00000110867.7,+,Mcf2l
8,12949483,13020501,ENSMUST00000110866.7,+,Mcf2l
8,12984295,13020505,ENSMUST00000145067.6,+,Mcf2l
8,13026033,13035809,ENSMUST00000033820.3,+,F7
8,13037307,13056676,ENSMUST00000063820.10,+,F10
8,13037321,13055900,ENSMUST00000033821.9,+,F10
8,13037837,13055835,ENSMUST00000128418.6,+,F10
8,13037837,13055895,ENSMUST00000152034.1,+,F10
8,13060907,13075006,ENSMUST00000033822.2,+,Proz
8,13076076,13082740,ENSMUST00000165885.1,+,Gm17023
8,13077188,13105459,ENSMUST00000164416.6,-,Pcid2
8,13105620,13147940,ENSMUST00000016680.12,+,Cul4a
8,13105739,13124222,ENSMUST00000121426.1,+,Cul4a
8,13136071,13136132,ENSMUST00000185110.1,+,Mir7065
8,13159134,13175338,ENSMUST00000033824.6,+,Lamp1
8,13176868,13200624,ENSMUST00000165605.2,-,Grtp1
8,13189030,13189098,ENSMUST00000157429.1,-,Mir1968
8,13200719,13207702,ENSMUST00000190673.1,+,2810030D12Rik
8,13200819,13207707,ENSMUST00000187595.1,+,2810030D12Rik
8,13221662,13254162,ENSMUST00000204916.1,-,Adprhl1
8,13235654,13254162,ENSMUST00000033825.9,-,Adprhl1
8,13255962,13288125,ENSMUST00000110840.6,-,Dcun1d2
8,13255962,13288126,ENSMUST00000110839.8,-,Dcun1d2
8,13255963,13287841,ENSMUST00000045366.8,-,Dcun1d2
8,13255963,13288131,ENSMUST00000110838.6,-,Dcun1d2
8,13259902,13287833,ENSMUST00000203604.1,-,Dcun1d2
8,13264101,13265187,ENSMUST00000204295.1,-,RP23-89F9.3
8,13283114,13283217,ENSMUST00000158401.2,-,Gm25014
8,13285351,13287466,ENSMUST00000203963.1,-,RP23-89F9.2
8,13288012,13322924,ENSMUST00000045229.5,+,Tmco3
8,13339673,13377702,ENSMUST00000170909.1,+,Tfdp1
8,13386208,13396778,ENSMUST00000033826.2,-,Atp4b
8,13405080,13421945,ENSMUST00000033827.7,+,Grk1
8,13435458,13461452,ENSMUST00000167071.6,+,Tmem255b
8,13435458,13461452,ENSMUST00000167505.1,+,Tmem255b
8,13465373,13494535,ENSMUST00000033828.5,-,Gas6
8,13550732,13562448,ENSMUST00000187391.5,-,1700029H14Rik
8,13550732,13562461,ENSMUST00000134023.6,-,1700029H14Rik
8,13551031,13562404,ENSMUST00000151400.7,-,1700029H14Rik
8,13566949,13677603,ENSMUST00000117551.2,-,Rasa3
8,13705888,13743066,ENSMUST00000166277.1,+,4932443I19Rik
8,13757675,13781938,ENSMUST00000043962.8,+,Cdc16
8,13785614,13798538,ENSMUST00000043767.7,+,Upf3a
8,13835232,13838089,ENSMUST00000071308.4,-,AF366264
8,13869640,13881639,ENSMUST00000051870.7,+,Champ1
8,13876090,13876184,ENSMUST00000197610.1,+,AC139186.1
8,13876096,13876226,ENSMUST00000083883.1,+,Gm24698
8,13884787,13890271,ENSMUST00000033839.7,-,Coprs
8,13895815,13896613,ENSMUST00000084055.7,+,Gm7676
8,13907805,13940521,ENSMUST00000043520.3,+,Fbxo25
8,13952008,13974777,ENSMUST00000062613.9,-,Tdrp
8,14027564,14090327,ENSMUST00000110813.3,-,Erich1
8,14090460,14092590,ENSMUST00000098916.2,+,Gm10699
8,14095864,14847108,ENSMUST00000152652.6,+,Dlgap2
8,14095874,14847680,ENSMUST00000133298.6,+,Dlgap2
8,14179666,14846708,ENSMUST00000150247.6,+,Dlgap2
8,14179666,14847108,ENSMUST00000043279.8,+,Dlgap2
8,14273180,14273311,ENSMUST00000157686.1,-,Gm26184
8,14350177,14350285,ENSMUST00000199602.1,+,AC130213.1
8,14745328,14747427,ENSMUST00000155211.1,-,C030037F17Rik
8,14888110,14901720,ENSMUST00000027554.7,+,Cln8
8,14911662,15001085,ENSMUST00000084207.10,+,Arhgef10
8,14911737,15001085,ENSMUST00000110800.7,+,Arhgef10
8,14961065,14961586,ENSMUST00000162958.1,-,Gm16350
8,15011024,15033333,ENSMUST00000069399.6,+,Kbtbd11
8,15015091,15018907,ENSMUST00000184288.1,-,5830468F06Rik
8,15024325,15028422,ENSMUST00000192473.1,-,Gm37844
8,15041443,15046069,ENSMUST00000050493.3,-,BB014433
8,15041534,15043077,ENSMUST00000179941.1,-,BB014433
8,15057652,15133541,ENSMUST00000033842.3,+,Myom2
8,15227404,15227537,ENSMUST00000104315.1,-,Gm24231
8,15412323,15412416,ENSMUST00000158834.1,+,Gm24222
8,15413979,15414089,ENSMUST00000177816.1,+,Gm25871
8,15418535,15418645,ENSMUST00000179579.1,+,Gm25255
8,15892536,17535281,ENSMUST00000082104.6,-,Csmd1
8,16168756,16168838,ENSMUST00000175401.1,-,Mir3106
8,16226002,16232305,ENSMUST00000129158.1,+,Gm16346
8,16433174,16435903,ENSMUST00000149000.1,+,Gm16347
8,16433185,16437040,ENSMUST00000131707.1,+,Gm16347
8,16852167,16852287,ENSMUST00000157267.1,+,Gm25278
8,18274711,18274821,ENSMUST00000157695.1,-,Gm25665
8,18512514,18512645,ENSMUST00000104487.1,-,Gm24469
8,18595130,18803189,ENSMUST00000039412.13,+,Mcph1
8,18595581,18632901,ENSMUST00000146819.6,+,Mcph1
8,18613980,18614109,ENSMUST00000104099.1,-,Gm25763
8,18652800,18678056,ENSMUST00000138744.1,-,Gm16725
8,18690262,18741562,ENSMUST00000033846.6,-,Angpt2
8,18846276,18891361,ENSMUST00000149565.6,+,Agpat5
8,18846278,18883421,ENSMUST00000033847.4,+,Agpat5
8,18932728,18950973,ENSMUST00000055503.10,-,Xkr5
8,18932728,18950975,ENSMUST00000095438.8,-,Xkr5
8,18932988,18933091,ENSMUST00000157795.1,+,Gm22551
8,18974939,18978256,ENSMUST00000066258.7,-,Defb40
8,18986232,18991055,ENSMUST00000066282.3,-,Defb37
8,19023406,19026566,ENSMUST00000066416.3,-,Defb38
8,19052825,19064810,ENSMUST00000075504.2,-,Defb39
8,19111930,19114839,ENSMUST00000062113.7,-,Defb12
8,19123751,19126540,ENSMUST00000064475.3,+,Defb34
8,19140758,19143010,ENSMUST00000110767.1,+,Spag11b
8,19140797,19142749,ENSMUST00000039075.7,+,Spag11b
8,19157885,19159578,ENSMUST00000058955.4,+,Spag11a
8,19194356,19195212,ENSMUST00000052601.3,+,Defb14
8,19198705,19201545,ENSMUST00000081017.2,+,Defb4
8,19225477,19228209,ENSMUST00000063112.3,+,Defb6
8,19239915,19242143,ENSMUST00000095436.1,+,Defb46
8,19247579,19250828,ENSMUST00000110763.1,+,Defb5
8,19293359,19295291,ENSMUST00000033852.7,+,Defb3
8,19445768,19447606,ENSMUST00000033854.3,-,Defb8
8,19493188,19493268,ENSMUST00000184215.1,+,Gm27288
8,19495096,19497775,ENSMUST00000047851.3,+,Defb7
8,19535318,19535408,ENSMUST00000184614.1,-,Gm27852
8,19682267,19696502,ENSMUST00000153710.6,+,Gm6483
8,19682269,19697482,ENSMUST00000127799.1,+,Gm6483
8,19729745,19752236,ENSMUST00000098909.3,+,4930467E23Rik
8,19789797,19798548,ENSMUST00000180757.1,+,Gm26853
8,20292476,20420781,ENSMUST00000181248.1,+,Gm26804
8,20337663,20363210,ENSMUST00000084046.5,-,Gm15319
8,20550330,20581999,ENSMUST00000178451.6,+,Gm21092
8,20567715,20581999,ENSMUST00000178995.1,+,Gm21092
8,20615096,20639412,ENSMUST00000178438.1,+,Gm21119
8,20828014,20835070,ENSMUST00000178524.1,+,Gm20946
8,20892668,20897723,ENSMUST00000098908.3,+,Defb33
8,20900605,20901973,ENSMUST00000167686.2,-,Gm15056
8,20900605,20902444,ENSMUST00000122025.6,-,Gm15056
8,20916489,20922071,ENSMUST00000095430.3,-,Gm6040
8,20943692,20944748,ENSMUST00000110758.2,-,AY761185
8,21025544,21026516,ENSMUST00000076754.2,+,Defa21
8,21040255,21040360,ENSMUST00000101848.2,-,Gm23142
8,21055046,21056016,ENSMUST00000098899.3,+,Defa23
8,21065037,21065996,ENSMUST00000078121.3,+,Gm10104
8,21084441,21085285,ENSMUST00000095425.1,+,Defa25
8,21095073,21096050,ENSMUST00000077452.3,-,Gm14851
8,21095623,21095715,ENSMUST00000177901.1,-,Gm24568
8,21134641,21135598,ENSMUST00000098898.4,+,Gm15284
8,21162276,21163249,ENSMUST00000098897.1,+,Defa22
8,21176767,21176872,ENSMUST00000101893.2,-,Gm26240
8,21191613,21192549,ENSMUST00000098896.4,+,Defa-rs7
8,21201560,21202539,ENSMUST00000110754.1,+,Gm15293
8,21249753,21250556,ENSMUST00000098895.2,+,Gm15292
8,21287408,21288377,ENSMUST00000098893.3,+,Defa3
8,21297438,21298375,ENSMUST00000098892.4,+,Defa5
8,21315545,21316387,ENSMUST00000167683.2,+,Gm15299
8,21315545,21316481,ENSMUST00000168340.1,+,Gm15299
8,21325886,21327020,ENSMUST00000098890.3,-,Defa-rs1
8,21326547,21326639,ENSMUST00000179812.1,-,Gm23561
8,21378559,21379402,ENSMUST00000170275.2,+,Defa2
8,21391810,21392698,ENSMUST00000120874.3,+,Gm21002
8,21427455,21428298,ENSMUST00000095424.4,+,Gm21498
8,21455444,21456560,ENSMUST00000110752.3,-,Gm7849
8,21456089,21456181,ENSMUST00000177960.1,-,Gm23568
8,21509257,21510237,ENSMUST00000084042.3,+,Defa20
8,21529031,21530012,ENSMUST00000084041.3,+,Gm15308
8,21548059,21548165,ENSMUST00000101982.1,-,Gm24423
8,21565385,21566349,ENSMUST00000084040.2,+,Gm14850
8,21583026,21583867,ENSMUST00000168331.1,+,Gm6696
8,21583026,21583961,ENSMUST00000098887.2,+,Gm6696
8,21593374,21594508,ENSMUST00000110749.3,-,Gm7861
8,21594037,21594129,ENSMUST00000179245.1,-,Gm24829
8,21618182,21618972,ENSMUST00000074343.5,+,Defa26
8,21655779,21656735,ENSMUST00000079528.5,+,Defa17
8,21665796,21666732,ENSMUST00000075268.4,+,Gm15315
8,21702518,21703645,ENSMUST00000071886.6,-,AY761184
8,21703174,21703266,ENSMUST00000158155.2,-,Gm22447
8,21734493,21735471,ENSMUST00000080533.5,+,Defa24
8,21776598,21795185,ENSMUST00000051017.8,+,Defb1
8,21823538,21831296,ENSMUST00000078879.6,+,Defb50
8,21839925,21843482,ENSMUST00000006745.3,+,Defb2
8,21858900,21862011,ENSMUST00000054162.3,+,Defb10
8,21881712,21885421,ENSMUST00000057076.4,-,Defb9
8,21905375,21906412,ENSMUST00000051965.4,-,Defb11
8,21929798,21932710,ENSMUST00000062586.2,-,Defb15
8,21938351,21940878,ENSMUST00000076786.2,+,Defb35
8,21946761,21948850,ENSMUST00000060587.3,+,Defb13
8,21958713,21964303,ENSMUST00000110741.1,+,Fam90a1a
8,21969774,21974017,ENSMUST00000070649.1,+,Ccdc70
8,21970595,21974041,ENSMUST00000017193.1,+,Ccdc70
8,21992784,22060305,ENSMUST00000006742.9,-,Atp7b
8,21994650,22060019,ENSMUST00000110738.2,-,Atp7b
8,22060720,22071627,ENSMUST00000072572.11,+,Alg11
8,22060721,22071627,ENSMUST00000110737.2,+,Alg11
8,22073615,22125053,ENSMUST00000169834.1,-,Nek5
8,22128282,22166412,ENSMUST00000033865.14,-,Nek3
8,22128282,22166435,ENSMUST00000110730.8,-,Nek3
8,22128285,22162494,ENSMUST00000178324.1,-,Nek3
8,22168151,22185819,ENSMUST00000046916.7,-,Ckap2
8,22192808,22220843,ENSMUST00000033866.8,+,Vps36
8,22227312,22261334,ENSMUST00000069828.8,+,Thsd1
8,22227344,22260379,ENSMUST00000160585.1,+,Thsd1
8,22283440,22371418,ENSMUST00000077194.1,+,Tpte
8,22375553,22398621,ENSMUST00000033871.6,-,Slc25a15
8,22398720,22399596,ENSMUST00000190830.1,+,1810012K16Rik
8,22411339,22429665,ENSMUST00000033934.3,+,Mrps31
8,22462614,22476879,ENSMUST00000033935.13,-,Smim19
8,22462614,22476879,ENSMUST00000163774.1,-,Smim19
8,22476699,22569607,ENSMUST00000067786.7,+,Slc20a2
8,22480290,22483330,ENSMUST00000180411.1,+,Gm17491
8,22577074,22593813,ENSMUST00000009036.8,-,Vdac3
8,22577074,22593813,ENSMUST00000179233.1,-,Vdac3
8,22624042,22627536,ENSMUST00000033936.6,+,Dkk4
8,22628118,22653437,ENSMUST00000033938.5,-,Polb
8,22644860,22646286,ENSMUST00000181668.1,+,Gm26909
8,22659211,22706578,ENSMUST00000033939.11,-,Ikbkb
8,22659767,22706589,ENSMUST00000063401.8,-,Ikbkb
8,22686264,22695646,ENSMUST00000143638.1,+,Gm15346
8,22757743,22782847,ENSMUST00000033941.5,+,Plat
8,22787353,22805654,ENSMUST00000163739.1,-,Ap3m2
8,22805765,22809537,ENSMUST00000186344.1,+,1700041G16Rik
8,22822427,22822545,ENSMUST00000158859.1,-,Gm24735
8,22859534,22943259,ENSMUST00000110696.6,+,Kat6a
8,22859548,22943259,ENSMUST00000044331.6,+,Kat6a
8,22974843,23149933,ENSMUST00000110688.7,+,Ank1
8,22974881,23150494,ENSMUST00000121802.7,+,Ank1
8,22975135,23148307,ENSMUST00000117270.7,+,Ank1
8,23035098,23148790,ENSMUST00000117662.6,+,Ank1
8,23035127,23149281,ENSMUST00000117296.6,+,Ank1
8,23035230,23149281,ENSMUST00000141784.7,+,Ank1
8,23058274,23150497,ENSMUST00000084038.9,+,Ank1
8,23058310,23150497,ENSMUST00000118733.6,+,Ank1
8,23058524,23149688,ENSMUST00000173248.6,+,Ank1
8,23101971,23102096,ENSMUST00000197671.1,-,AC126445.1
8,23138793,23149585,ENSMUST00000141930.1,-,Gm15816
8,23139029,23149279,ENSMUST00000121075.6,+,Ank1
8,23139104,23148694,ENSMUST00000033947.13,+,Ank1
8,23142554,23142682,ENSMUST00000093576.3,+,Mir486
8,23142572,23142662,ENSMUST00000199351.1,-,mmu-mir-486b
8,23153268,23158948,ENSMUST00000071588.7,+,Nkx6-3
8,23172945,23208453,ENSMUST00000167004.1,-,Agpat6
8,23208511,23209362,ENSMUST00000192979.1,+,B230112G18Rik
8,23226609,23237668,ENSMUST00000033950.5,-,Gins4
8,23241352,23257021,ENSMUST00000121783.5,-,Golga7
8,23241352,23257074,ENSMUST00000051094.7,-,Golga7
8,23290032,23290164,ENSMUST00000104211.1,-,Gm24335
8,23411501,23449632,ENSMUST00000033952.7,+,Sfrp1
8,23669657,24063105,ENSMUST00000042352.9,+,Zmat4
8,24173903,24185568,ENSMUST00000066740.4,+,A730045E13Rik
8,24422403,24440008,ENSMUST00000181338.1,+,Gm26714
8,24437179,24438984,ENSMUST00000052622.5,-,1810011O10Rik
8,24532453,24576333,ENSMUST00000121992.1,-,Ido2
8,24584135,24595666,ENSMUST00000110667.6,-,Ido1
8,24584135,24597009,ENSMUST00000033956.6,-,Ido1
8,24602245,24674755,ENSMUST00000033957.10,-,Adam18
8,24677231,24725852,ENSMUST00000033958.12,-,Adam3
8,24680717,24725788,ENSMUST00000171438.6,-,Adam3
8,24680813,24680937,ENSMUST00000158677.1,+,Gm26208
8,24707246,24725788,ENSMUST00000171611.6,-,Adam3
8,24727092,24824059,ENSMUST00000050300.12,-,Adam5
8,24732984,24824369,ENSMUST00000118419.1,-,Adam5
8,24836139,24948804,ENSMUST00000121438.7,-,Adam32
8,24836145,24948795,ENSMUST00000119720.6,-,Adam32
8,24938299,24938402,ENSMUST00000158111.1,+,Gm23898
8,24949610,25016922,ENSMUST00000084035.10,-,Adam9
8,24949652,25016812,ENSMUST00000084032.5,-,Adam9
8,25017210,25023259,ENSMUST00000033961.5,+,Tm2d2
8,25025450,25038962,ENSMUST00000084031.4,-,Htra4
8,25037051,25041757,ENSMUST00000141741.2,+,Gm16933
8,25039143,25102194,ENSMUST00000064883.11,-,Plekha2
8,25040839,25101985,ENSMUST00000128715.6,-,Plekha2
8,25154551,25201449,ENSMUST00000084030.4,-,Tacc1
8,25154551,25201449,ENSMUST00000084512.9,-,Tacc1
8,25159124,25159233,ENSMUST00000184998.1,-,Mir8108
8,25518771,25575714,ENSMUST00000178276.6,+,Fgfr1
8,25518771,25575714,ENSMUST00000179592.6,+,Fgfr1
8,25518791,25575714,ENSMUST00000084027.10,+,Fgfr1
8,25518794,25574781,ENSMUST00000117179.7,+,Fgfr1
8,25519318,25574779,ENSMUST00000119398.7,+,Fgfr1
8,25532280,25574577,ENSMUST00000167764.1,+,Fgfr1
8,25548660,25556083,ENSMUST00000126122.1,-,Gm16159
8,25578491,25597487,ENSMUST00000079160.6,-,Letm2
8,25601600,25677214,ENSMUST00000155861.6,+,Whsc1l1
8,25602283,25677972,ENSMUST00000146919.6,+,Whsc1l1
8,25602283,25714970,ENSMUST00000139966.6,+,Whsc1l1
8,25602283,25719667,ENSMUST00000142395.6,+,Whsc1l1
8,25610427,25610558,ENSMUST00000122594.1,-,Gm23184
8,25631949,25632079,ENSMUST00000157412.1,+,Gm24992
8,25640283,25719667,ENSMUST00000084026.10,+,Whsc1l1
8,25678949,25679271,ENSMUST00000157551.1,+,Gm23094
8,25694132,25714970,ENSMUST00000153597.1,+,Whsc1l1
8,25720063,25724887,ENSMUST00000068916.13,+,Ppapdc1b
8,25720063,25724887,ENSMUST00000139836.6,+,Ppapdc1b
8,25725323,25754280,ENSMUST00000033975.6,-,Ddhd2
8,25754508,25769704,ENSMUST00000167899.1,+,Gm17484
8,25764537,25785209,ENSMUST00000038498.8,-,Bag4
8,25785590,25803975,ENSMUST00000038421.6,+,Lsm1
8,25808473,25814723,ENSMUST00000033979.4,+,Star
8,25816190,25840779,ENSMUST00000068892.12,-,Ash2l
8,25816869,25840082,ENSMUST00000166078.7,-,Ash2l
8,25816875,25847694,ENSMUST00000110610.6,-,Ash2l
8,25816885,25840457,ENSMUST00000110609.6,-,Ash2l
8,25816985,25840077,ENSMUST00000110608.1,-,Ash2l
8,25849622,25937932,ENSMUST00000098858.8,+,Kcnu1
8,25911679,25937933,ENSMUST00000120653.6,+,Kcnu1
8,25944458,25976744,ENSMUST00000037609.6,-,Hgsnat
8,25980603,25994121,ENSMUST00000061850.3,-,Pomk
8,25998728,26015601,ENSMUST00000016138.9,-,Fnta
8,26021420,26119224,ENSMUST00000037182.12,-,Hook3
8,26082608,26102694,ENSMUST00000153552.6,+,1700047A11Rik
8,26082615,26089289,ENSMUST00000144750.1,+,1700047A11Rik
8,26119367,26143871,ENSMUST00000014022.13,+,Rnf170
8,26119382,26141124,ENSMUST00000153528.6,+,Rnf170
8,26119475,26129546,ENSMUST00000110575.6,+,Rnf170
8,26120479,26126239,ENSMUST00000110573.1,+,Rnf170
8,26158211,26162940,ENSMUST00000036807.10,+,Thap1
8,26219460,26219549,ENSMUST00000104842.2,+,AC154102.1
8,26240149,26240408,ENSMUST00000157356.1,-,Gm22227
8,26814592,26824423,ENSMUST00000189978.1,-,2310008N11Rik
8,26977335,26981461,ENSMUST00000127097.6,+,Zfp703
8,26977335,26981461,ENSMUST00000154256.1,+,Zfp703
8,27023798,27039433,ENSMUST00000033873.7,+,Erlin2
8,27042376,27043042,ENSMUST00000178990.1,-,Proscos
8,27042554,27050240,ENSMUST00000098851.9,+,Prosc
8,27042554,27056131,ENSMUST00000033875.8,+,Prosc
8,27085582,27123435,ENSMUST00000178514.6,+,Adgra2
8,27085597,27123436,ENSMUST00000033876.12,+,Adgra2
8,27123831,27128632,ENSMUST00000033877.4,-,Brf2
8,27138772,27174646,ENSMUST00000033878.11,-,Rab11fip1
8,27138772,27174646,ENSMUST00000054212.6,-,Rab11fip1
8,27142909,27149671,ENSMUST00000181424.1,+,4933416M07Rik
8,27197459,27202547,ENSMUST00000038174.6,-,Got1l1
8,27225775,27229588,ENSMUST00000081438.8,-,Adrb3
8,27226000,27228583,ENSMUST00000121838.1,-,Adrb3
8,27226798,27228494,ENSMUST00000117565.1,-,Adrb3
8,27260326,27275656,ENSMUST00000033880.5,+,Eif4ebp1
8,27344393,27349188,ENSMUST00000095375.4,+,Tex24
8,27368710,27399729,ENSMUST00000060943.3,+,Chrnb3
8,27368710,27399729,ENSMUST00000079463.9,+,Chrnb3
8,27403213,27413944,ENSMUST00000033882.8,-,Chrna6
8,27421323,27421430,ENSMUST00000083433.1,-,Gm24410
8,27447669,27495172,ENSMUST00000081321.4,+,Poteg
8,27604350,27620452,ENSMUST00000136749.1,+,Gm1698
8,27615816,27615904,ENSMUST00000104868.2,+,AC111034.1
8,27761008,27761111,ENSMUST00000082948.1,-,Gm24202
8,28593504,28595599,ENSMUST00000180993.1,+,Gm26795
8,28646716,29219338,ENSMUST00000168630.2,-,Unc5d
8,30568392,30575573,ENSMUST00000180571.1,+,4933433F19Rik
8,31089470,31097047,ENSMUST00000036631.12,+,Dusp26
8,31089637,31097046,ENSMUST00000170204.6,+,Dusp26
8,31091649,31097046,ENSMUST00000161713.1,+,Dusp26
8,31111819,31131482,ENSMUST00000046941.7,+,Rnf122
8,31149863,31149967,ENSMUST00000157627.1,-,Snord13
8,31150315,31164702,ENSMUST00000098842.2,+,Tti2
8,31159467,31168724,ENSMUST00000033983.4,-,Mak16
8,31187330,31261483,ENSMUST00000066173.10,+,Fut10
8,31187331,31237794,ENSMUST00000161788.6,+,Fut10
8,31187342,31261475,ENSMUST00000110527.7,+,Fut10
8,31187346,31261738,ENSMUST00000161502.1,+,Fut10
8,31544462,31544686,ENSMUST00000157537.1,-,Gm23539
8,31661330,31661431,ENSMUST00000122575.1,-,Gm24184
8,31737053,31739763,ENSMUST00000178878.1,-,Gm5117
8,31818027,31918203,ENSMUST00000073884.4,-,Nrg1
8,32008503,32015759,ENSMUST00000181702.1,+,Gm26578
8,32186128,32186248,ENSMUST00000158745.1,+,Gm22140
8,32888504,32950026,ENSMUST00000132101.6,-,Gm3985
8,33234383,33385527,ENSMUST00000033990.5,-,Wrn
8,33234383,33385527,ENSMUST00000033991.11,-,Wrn
8,33386324,33387531,ENSMUST00000070340.4,+,Purg
8,33386324,33417468,ENSMUST00000078058.3,+,Purg
8,33428708,33429548,ENSMUST00000059351.7,+,5930422O12Rik
8,33570543,33585582,ENSMUST00000009772.7,+,Tex15
8,33599620,33619794,ENSMUST00000009774.9,+,Ppp2cb
8,33619585,33641976,ENSMUST00000095349.4,-,Ubxn8
8,33653237,33698163,ENSMUST00000033992.8,+,Gsr
8,33691800,33691944,ENSMUST00000158231.1,+,Gm24727
8,33730533,33731819,ENSMUST00000187948.1,-,1700104B16Rik
8,33731832,33777164,ENSMUST00000170705.6,+,Gtf2e2
8,33732041,33777164,ENSMUST00000167264.6,+,Gtf2e2
8,33732338,33777173,ENSMUST00000171010.6,+,Gtf2e2
8,33742111,33747770,ENSMUST00000179364.2,-,Smim18
8,33782642,33929863,ENSMUST00000053251.10,-,Rbpms
8,33782643,33929841,ENSMUST00000191473.5,-,Rbpms
8,33782646,33929806,ENSMUST00000033994.13,-,Rbpms
8,33803938,33929805,ENSMUST00000033995.12,-,Rbpms
8,33813202,33833094,ENSMUST00000181120.1,+,Gm26632
8,33884773,33885747,ENSMUST00000182843.1,-,Gm26978
8,34054621,34057046,ENSMUST00000149618.1,+,Gm9951
8,34090422,34108796,ENSMUST00000033913.9,-,Dctn6
8,34090562,34108536,ENSMUST00000117243.6,-,Dctn6
8,34090637,34107852,ENSMUST00000118811.6,-,Dctn6
8,34094547,34096149,ENSMUST00000181097.1,+,Gm26768
8,34115029,34125185,ENSMUST00000095345.3,+,Mboat4
8,34135571,34147033,ENSMUST00000033910.8,-,Leprotl1
8,34154562,34170845,ENSMUST00000033933.5,+,Saraf
8,34166621,34166712,ENSMUST00000183885.1,-,Mir6395
8,34216858,34226145,ENSMUST00000188318.1,+,Gm29243
8,34295855,34295976,ENSMUST00000116784.1,-,Gm23177
8,34327909,34328353,ENSMUST00000075321.6,+,Gm4889
8,34359949,34381248,ENSMUST00000185695.1,+,Gm29174
8,34807296,34819894,ENSMUST00000033930.4,+,Dusp4
8,34829178,34965690,ENSMUST00000033929.4,-,Tnks
8,35375740,35388124,ENSMUST00000070481.6,+,Ppp1r3b
8,35465264,35495533,ENSMUST00000033927.6,-,Eri1
8,35582571,35588972,ENSMUST00000181322.1,-,Gm16793
8,35587797,35679449,ENSMUST00000037666.5,+,Mfhas1
